Gene Symbol;Entrez ID;Ensembl ID;Core AutophagyNet;AutophagyNet;HADB;HAMdb;GO-0061919
PLAA;9373;ENSG00000137055;0;0;0;0;1
PLD1;5337;ENSG00000075651;0;0;0;1;0
PLD2;5338;ENSG00000129219;0;0;0;1;0
PLEKHA4;57664;ENSG00000105559;0;1;0;0;0
PLEKHF1;79156;ENSG00000166289;0;0;1;1;0
PLEKHM1;9842;ENSG00000225190;0;0;1;0;1
PLEKHM2;23207;ENSG00000116786;0;0;1;0;0
PLG;5340;ENSG00000122194;0;0;0;1;0
PLIN1;5346;ENSG00000166819;0;1;0;0;0
PLK2;10769;ENSG00000145632;0;0;0;1;0
PLN;5350;ENSG00000198523;0;1;0;0;0
PLSCR1;5359;ENSG00000188313;0;1;0;0;0
PLSCR5;389158;ENSG00000231213;0;1;0;0;0
PMAIP1;5366;ENSG00000141682;0;1;0;0;0
PMF1;11243;ENSG00000160783;0;1;0;0;0
PML;5371;ENSG00000140464;0;1;0;0;0
POC1A;25886;ENSG00000164087;0;1;0;0;0
POGLUT1;56983;ENSG00000163389;0;1;0;0;0
POLR2E;5434;ENSG00000099817;0;1;0;0;0
POLR2F;5435;ENSG00000100142;0;1;0;0;0
POLR2H;5437;ENSG00000163882;0;1;0;0;0
POLR2K;5440;ENSG00000147669;0;1;0;0;0
POLR3B;55703;ENSG00000013503;0;1;0;0;0
POLR3E;55718;ENSG00000058600;0;1;0;0;0
POLR3F;10621;ENSG00000132664;0;1;0;0;0
POT1;25913;ENSG00000128513;0;1;0;0;0
POU5F1;5460;ENSG00000204531;0;1;0;0;0
PPARA;5465;ENSG00000186951;0;1;0;0;0
PPFIA4;8497;ENSG00000143847;0;0;0;1;0
PPP1CA;5499;ENSG00000172531;0;1;0;0;0
PPP1CB;5500;ENSG00000213639;0;1;0;0;0
PPP1CC;5501;ENSG00000186298;0;1;0;0;0
PPP1R15A;23645;ENSG00000087074;0;0;1;0;0
PPP2CA;5515;ENSG00000113575;0;1;0;0;0
PPP2CB;5516;ENSG00000104695;0;1;0;0;0
PPP2R1A;5518;ENSG00000105568;0;1;0;0;0
PPP2R5B;5526;ENSG00000068971;0;1;0;0;0
PPP2R5C;5527;ENSG00000078304;0;1;0;0;0
PPP4C;5531;ENSG00000149923;0;1;0;0;0
PPTC7;160760;ENSG00000196850;0;0;0;0;1
PRAMEF17;391004;ENSG00000204479;0;1;0;0;0
PRC1;9055;ENSG00000198901;0;1;0;0;0
PRDM9;56979;ENSG00000164256;0;1;0;0;0
PRKAA1;5562;ENSG00000132356;0;1;1;1;1
PRKAA2;5563;ENSG00000162409;0;1;1;1;0
PRKAB1;5564;ENSG00000111725;0;1;1;0;0
PRKAB2;5565;ENSG00000131791;0;1;0;0;0
PRKACA;5566;ENSG00000072062;0;1;0;0;0
PRKAG1;5571;ENSG00000181929;0;1;0;0;0
PRKAG2;51422;ENSG00000106617;0;1;0;0;0
PRKAG3;53632;ENSG00000115592;0;1;0;0;0
PRKAR1A;5573;ENSG00000108946;0;0;1;0;0
PRKCA;5578;ENSG00000154229;0;1;0;0;0
PRKCB;5579;ENSG00000166501;0;0;1;0;0
PRKCD;5580;ENSG00000163932;0;1;1;1;0
PRKCI;5584;ENSG00000163558;0;1;0;0;0
PRKCQ;5588;ENSG00000065675;0;0;1;0;0
PRKCZ;5590;ENSG00000067606;0;1;0;0;0
PRKD1;5587;ENSG00000184304;0;0;0;1;0
PRKD2;25865;ENSG00000105287;0;1;0;0;0
PRKDC;5591;ENSG00000253729;0;0;1;1;0
PRKN;5071;ENSG00000185345;0;1;1;1;1
PRMT1;3276;ENSG00000126457;0;1;0;0;0
PRNP;5621;ENSG00000171867;0;1;0;0;0
PRPF40A;55660;ENSG00000196504;0;1;0;0;0
PRPF8;10594;ENSG00000174231;0;1;0;0;0
PRR20C;729240;ENSG00000229665;0;1;0;0;0
PRR27;401137;ENSG00000187533;0;1;0;0;0
PRUNE2;158471;ENSG00000106772;0;1;0;0;0
PSAP;5660;ENSG00000197746;0;0;0;1;0
PSEN1;5663;ENSG00000080815;0;1;1;0;0
PSEN2;5664;ENSG00000143801;0;1;0;0;0
PSG1;5669;ENSG00000231924;0;1;0;0;0
PSMA6;5687;ENSG00000100902;0;1;0;0;0
PSMB2;5690;ENSG00000126067;0;1;0;0;0
PSMC2;5701;ENSG00000161057;0;1;0;0;0
PSMC3;5702;ENSG00000165916;0;1;0;0;0
PSMD10;5716;ENSG00000101843;0;1;0;0;0
PSMD14;10213;ENSG00000115233;0;1;0;0;0
PSMD2;5708;ENSG00000175166;0;1;0;0;0
PSMD4;5710;ENSG00000159352;0;1;0;0;0
PTCH1;5727;ENSG00000185920;0;1;0;0;0
PTEN;5728;ENSG00000171862;0;0;1;1;0
PTENP1;11191;ENSG00000237984;0;0;1;0;0
PTGER2;5732;ENSG00000125384;0;0;0;1;0
PTGIR;5739;ENSG00000160013;0;1;0;0;0
PTH2R;5746;ENSG00000144407;0;1;0;0;0
PTK2;5747;ENSG00000169398;0;1;0;0;0
PTK2B;2185;ENSG00000120899;0;1;0;0;0
PTPN2;5771;ENSG00000175354;0;0;1;0;0
PTPN22;26191;ENSG00000134242;0;0;0;1;0
PTPRA;5786;ENSG00000132670;0;1;0;0;0
PXMP2;5827;ENSG00000176894;0;1;0;0;0
PXN;5829;ENSG00000089159;0;1;0;0;0
PYCARD;29108;ENSG00000103490;0;1;0;0;0
QSOX1;5768;ENSG00000116260;0;0;0;1;0
RAB11A;8766;ENSG00000103769;0;1;0;1;0
RAB12;201475;ENSG00000206418;0;0;1;0;0
RAB13;5872;ENSG00000143545;0;0;1;0;0
RAB1A;5861;ENSG00000138069;0;0;1;1;1
RAB1B;81876;ENSG00000174903;0;0;1;0;0
RAB23;51715;ENSG00000112210;0;0;1;0;1
RAB24;53917;ENSG00000169228;0;0;1;0;0
RAB25;57111;ENSG00000132698;0;0;1;0;0
RAB26;25837;ENSG00000167964;0;1;0;0;0
RAB2A;5862;ENSG00000104388;0;0;0;0;1
RAB32;10981;ENSG00000118508;0;0;1;0;0
RAB33A;9363;ENSG00000134594;0;1;0;0;0
RAB33B;83452;ENSG00000172007;0;1;1;0;1
RAB35;11021;ENSG00000111737;0;1;0;0;0
RAB39A;54734;ENSG00000179331;0;0;0;0;1
RAB39B;116442;ENSG00000155961;0;0;1;0;0
RAB3B;5865;ENSG00000169213;0;1;0;0;0
RAB3D;9545;ENSG00000105514;0;1;0;0;0
RAB40A;142684;ENSG00000172476;0;1;0;0;0
RAB40C;57799;ENSG00000197562;0;1;0;0;0
RAB4A;5867;ENSG00000168118;0;1;0;0;0
RAB5A;5868;ENSG00000144566;0;1;1;0;0
RAB5C;5878;ENSG00000108774;0;1;0;0;0
RAB7A;7879;ENSG00000075785;0;1;1;0;1
RAB8A;4218;ENSG00000167461;0;1;1;0;0
RAB8B;51762;ENSG00000166128;0;0;1;0;0
RAB9A;9367;ENSG00000123595;0;1;1;0;0
RABAC1;10567;ENSG00000105404;0;1;0;0;0
RAC3;5881;ENSG00000169750;0;0;0;1;0
RACK1;10399;ENSG00000204628;0;1;0;0;0
RAD18;56852;ENSG00000070950;0;1;0;0;0
RAD23A;5886;ENSG00000179262;0;1;0;0;0
RAD51;5888;ENSG00000051180;0;1;0;0;0
RAD54L2;23132;ENSG00000164080;0;1;0;0;0
RAD9A;5883;ENSG00000172613;0;1;0;0;0
RAF1;5894;ENSG00000132155;0;1;1;0;0
RALB;5899;ENSG00000144118;0;1;0;0;0
RAMP1;10267;ENSG00000132329;0;1;0;0;0
RARA;5914;ENSG00000131759;0;1;0;0;0
RASIP1;54922;ENSG00000105538;0;0;0;1;0
RB1;5925;ENSG00000139687;0;0;1;0;0
RB1CC1;9821;ENSG00000023287;1;1;1;0;1
RBM45;129831;ENSG00000155636;0;1;0;0;0
RBX1;9978;ENSG00000100387;0;0;0;0;1
RCAN1;1827;ENSG00000159200;0;0;1;0;0
RCCD1;91433;ENSG00000166965;0;1;0;0;0
RCN2;5955;ENSG00000117906;0;1;0;0;0
RECQL4;9401;ENSG00000160957;0;1;0;0;0
REEP6;92840;ENSG00000115255;0;1;0;0;0
REL;5966;ENSG00000162924;0;1;0;0;0
RELA;5970;ENSG00000173039;0;1;0;1;0
RELB;5971;ENSG00000104856;0;0;1;0;0
RETN;56729;ENSG00000104918;0;1;0;0;0
RETREG1;54463;ENSG00000154153;0;1;0;0;1
RETREG3;162427;ENSG00000141699;0;1;0;0;1
RFPL4B;442247;ENSG00000251258;0;1;0;0;0
RFTN1;23180;ENSG00000131378;0;1;0;0;0
RGS19;10287;ENSG00000171700;0;0;1;1;0
RGS3;5998;ENSG00000138835;0;1;0;0;0
RGS4;5999;ENSG00000117152;0;1;0;0;0
RGS9BP;388531;ENSG00000186326;0;1;0;0;0
RHEB;6009;ENSG00000106615;0;0;1;0;1
RHOA;387;ENSG00000067560;0;1;0;0;0
RHOJ;57381;ENSG00000126785;0;1;0;0;0
RHOXF1;104797536;ENSG00000101883;0;1;0;0;0
RICTOR;253260;ENSG00000164327;0;0;1;0;0
RIGI;23586;ENSG00000107201;0;1;0;0;0
RIMOC1;285636;ENSG00000205765;0;0;0;0;1
RIPK1;8737;ENSG00000137275;0;1;0;0;0
RIPK2;8767;ENSG00000104312;0;1;0;0;0
RIT1;6016;ENSG00000143622;0;1;0;0;0
RMC1;29919;ENSG00000141452;0;1;0;0;0
RMND5A;64795;ENSG00000153561;0;1;0;0;0
RNASEL;6041;ENSG00000135828;0;0;0;1;0
RNF123;63891;ENSG00000164068;0;1;0;0;0
RNF13;11342;ENSG00000082996;0;1;0;0;0
RNF145;153830;ENSG00000145860;0;1;0;0;0
RNF152;220441;ENSG00000176641;0;0;0;1;0
RNF166;115992;ENSG00000158717;0;1;0;0;0
RNF168;165918;ENSG00000163961;0;1;0;0;0
RNF181;51255;ENSG00000168894;0;1;0;0;0
RNF183;138065;ENSG00000165188;0;1;0;0;0
RNF185;91445;ENSG00000138942;0;1;0;0;0
RNF2;6045;ENSG00000121481;0;1;0;0;0
RNF213;57674;ENSG00000173821;0;0;0;0;1
RNF216;54476;ENSG00000011275;0;1;0;0;0
RNF26;79102;ENSG00000173456;0;1;0;0;0
RNF31;55072;ENSG00000092098;0;1;0;0;0
RNF4;6047;ENSG00000063978;0;1;0;0;0
RNF43;54894;ENSG00000108375;0;1;0;0;0
RPA2;6118;ENSG00000117748;0;1;0;0;0
RPL35A;6165;ENSG00000182899;0;1;0;0;0
RPL37;6167;ENSG00000145592;0;1;0;0;0
RPS20;6224;ENSG00000008988;0;1;0;0;0
RPS6KB1;6198;ENSG00000108443;0;0;1;1;1
RPS6KB2;6199;ENSG00000175634;0;0;1;0;0
RPTOR;57521;ENSG00000141564;0;1;1;1;1
RRAGA;10670;ENSG00000155876;0;0;1;1;1
RRAGB;10325;ENSG00000083750;0;0;1;0;0
RRAGC;64121;ENSG00000116954;0;1;0;0;1
RTKN;6242;ENSG00000114993;0;1;0;0;0
RTN3;10313;ENSG00000133318;0;1;0;0;0
RTN4;57142;ENSG00000115310;0;1;0;0;0
RUBCN;9711;ENSG00000145016;0;1;1;1;0
RUBCNL;80183;ENSG00000102445;0;1;1;0;1
RUFY4;285180;ENSG00000188282;0;1;1;0;1
RUSC2;9853;ENSG00000198853;0;1;0;0;0
RUSF1;64755;ENSG00000140688;0;1;0;0;0
RWDD2A;112611;ENSG00000013392;0;1;0;0;0
RXRA;6256;ENSG00000186350;0;1;0;0;0
RYR1;6261;ENSG00000196218;0;0;1;0;0
S100A6;6277;ENSG00000197956;0;1;0;0;0
S100A8;6279;ENSG00000143546;0;1;0;1;1
S100A9;6280;ENSG00000163220;0;0;0;1;1
S100P;6286;ENSG00000163993;0;1;0;0;0
S1PR3;1903;ENSG00000213694;0;0;0;1;0
SAFB;6294;ENSG00000160633;0;1;0;0;0
SAFB2;9667;ENSG00000130254;0;1;0;0;0
SALL2;6297;ENSG00000165821;0;1;0;0;0
SAMM50;25813;ENSG00000100347;0;1;0;0;0
SASS6;163786;ENSG00000156876;0;1;0;0;0
SCAP;22937;ENSG00000114650;0;1;0;0;0
SCCPDH;51097;ENSG00000143653;0;1;0;0;0
SCOC;60592;ENSG00000153130;0;1;1;1;0
SCYL3;57147;ENSG00000000457;0;1;0;0;0
SDCBP;6386;ENSG00000137575;0;1;0;0;0
SDHB;6390;ENSG00000117118;0;0;0;1;0
SEC16A;9919;ENSG00000148396;0;1;1;0;0
SEC16B;111240474;ENSG00000120341;0;0;1;0;0
SEC23A;10484;ENSG00000100934;0;0;1;0;0
SEC23B;10483;ENSG00000101310;0;0;1;0;0
SENP3;26168;ENSG00000161956;0;1;0;0;0
SEPTIN4;5414;ENSG00000108387;0;1;0;0;0
SERPINA1;5265;ENSG00000197249;0;1;1;1;0
SESN1;27244;ENSG00000080546;0;1;1;0;0
SESN2;83667;ENSG00000130766;0;1;1;1;0
SETD2;29072;ENSG00000181555;0;0;0;0;1
SETD7;80854;ENSG00000145391;0;1;0;0;0
SFXN2;118980;ENSG00000156398;0;1;0;0;0
SGF29;112869;ENSG00000176476;0;1;0;0;0
SGO1;151648;ENSG00000129810;0;1;0;0;0
SGSM2;9905;ENSG00000141258;0;0;0;1;0
SGTB;54557;ENSG00000197860;0;1;0;0;0
SH3BGRL;6451;ENSG00000131171;0;1;0;0;0
SH3BP4;23677;ENSG00000130147;0;0;0;1;0
SH3GLB1;51100;ENSG00000097033;0;1;1;1;0
SHC1;6464;ENSG00000160691;0;1;0;1;0
SHD;56961;ENSG00000105251;0;1;0;0;0
SHMT2;6472;ENSG00000182199;0;1;0;0;0
SIK2;23235;ENSG00000170145;0;0;0;1;0
SIRT1;23411;ENSG00000096717;0;1;1;1;0
SIRT2;22933;ENSG00000068903;0;0;1;1;0
SIRT3;23410;ENSG00000142082;0;0;1;0;0
SIRT6;51548;ENSG00000077463;0;1;0;1;0
SIVA1;10572;ENSG00000184990;0;1;0;0;0
SKAP1;8631;ENSG00000141293;0;1;0;0;0
SKI;6497;ENSG00000157933;0;1;0;0;0
SKP2;6502;ENSG00000145604;0;1;0;0;0
SLAMF1;6504;ENSG00000117090;0;1;0;0;0
SLC13A2;9058;ENSG00000007216;0;1;0;0;0
SLC17A2;10246;ENSG00000112337;0;1;0;0;0
SLC19A1;6573;ENSG00000173638;0;1;0;0;0
SLC27A4;10999;ENSG00000167114;0;1;0;0;0
SLC2A1;6513;ENSG00000117394;0;1;0;0;0
SLC2A13;114134;ENSG00000151229;0;1;0;0;0
SLC30A2;7780;ENSG00000158014;0;1;0;0;0
SLC35G1;159371;ENSG00000176273;0;1;0;0;0
SLC44A5;204962;ENSG00000137968;0;1;0;0;0
SLC45A2;51151;ENSG00000164175;0;1;0;0;0
SLC4A8;9498;ENSG00000050438;0;1;0;0;0
SLC9A6;10479;ENSG00000198689;0;1;0;0;0
SLU7;10569;ENSG00000164609;0;1;0;0;0
SMAD2;4087;ENSG00000175387;0;0;0;1;0
SMAD3;4088;ENSG00000166949;0;1;0;0;0
SMAD4;4089;ENSG00000141646;0;1;0;1;0
SMARCB1;6598;ENSG00000099956;0;1;0;0;0
SMCR8;140775;ENSG00000176994;0;1;1;0;0
SMN1;6606;ENSG00000172062;0;1;0;0;0
SMO;6608;ENSG00000128602;0;1;0;0;0
SMPD1;6609;ENSG00000166311;0;0;0;1;0
SMURF1;57154;ENSG00000198742;0;1;0;0;1
SMYD3;64754;ENSG00000185420;0;0;0;1;0
SNAI1;6615;ENSG00000124216;0;0;0;1;0
SNAP29;9342;ENSG00000099940;0;1;1;0;1
SNAP91;9892;ENSG00000065609;0;1;0;0;0
SNCA;6622;ENSG00000145335;0;1;1;1;0
SNCAIP;9627;ENSG00000064692;0;0;1;0;0
SNF8;11267;ENSG00000159210;0;0;0;1;1
SNRPD1;6632;ENSG00000167088;0;0;1;0;0
SNRPE;6635;ENSG00000182004;0;0;1;1;0
SNW1;22938;ENSG00000100603;0;1;0;0;0
SNX10;29887;ENSG00000086300;0;0;1;0;0
SNX14;57231;ENSG00000135317;0;0;0;0;1
SNX18;112574;ENSG00000178996;0;0;1;0;0
SNX21;90203;ENSG00000124104;0;1;0;0;0
SNX33;257364;ENSG00000173548;0;1;0;0;0
SNX7;51375;ENSG00000162627;0;0;1;0;0
SOCS1;8651;ENSG00000185338;0;1;0;0;0
SOCS2;8835;ENSG00000120833;0;1;0;0;0
SOCS3;9021;ENSG00000184557;0;1;0;0;0
SOCS4;122809;ENSG00000180008;0;1;0;0;0
SOCS6;9306;ENSG00000170677;0;1;0;0;0
SOD1;6647;ENSG00000142168;0;1;0;1;0
SOD2;6648;ENSG00000291237;0;0;0;1;0
SORCS2;57537;ENSG00000184985;0;0;0;1;0
SOX2;6657;ENSG00000181449;0;1;0;0;0
SPAG9;9043;ENSG00000008294;0;1;0;0;0
SPANXN4;441525;ENSG00000189326;0;1;0;0;0
SPART;23111;ENSG00000133104;0;0;0;0;1
SPATA18;132671;ENSG00000163071;0;0;0;0;1
SPATA33;124045;ENSG00000167523;0;1;0;0;0
SPC25;57405;ENSG00000152253;0;1;0;0;0
SPG11;80208;ENSG00000104133;0;0;0;0;1
SPHK1;8877;ENSG00000176170;0;1;1;1;0
SPHK2;56848;ENSG00000063176;0;1;0;0;0
SPNS1;83985;ENSG00000169682;0;1;1;0;0
SPOP;8405;ENSG00000121067;0;1;0;0;0
SPRED2;200734;ENSG00000198369;0;1;0;0;0
SPSB2;105369632;ENSG00000111671;0;1;0;0;0
SPSB4;92369;ENSG00000175093;0;1;0;0;0
SPTAN1;6709;ENSG00000197694;0;1;0;0;0
SPX;80763;ENSG00000134548;0;1;0;0;0
SQSTM1;8878;ENSG00000161011;1;1;1;1;1
SRC;6714;ENSG00000197122;0;1;0;0;0
SREBF1;6720;ENSG00000072310;0;0;1;0;0
SREBF2;6721;ENSG00000198911;0;1;0;0;0
SRPK1;6732;ENSG00000096063;0;1;0;0;0
SRPK2;6733;ENSG00000135250;0;1;0;0;0
SRRM2;23524;ENSG00000167978;0;1;0;0;0
SSUH2;51066;ENSG00000125046;0;1;0;0;0
ST13;6767;ENSG00000100380;0;0;1;0;0
ST14;6768;ENSG00000149418;0;1;0;0;0
STAM;8027;ENSG00000136738;0;0;0;1;0
STAM2;10254;ENSG00000115145;0;0;0;1;0
STAMBP;10617;ENSG00000124356;0;1;0;0;0
STAMBPL1;57559;ENSG00000138134;0;1;0;0;0
STAT3;6774;ENSG00000168610;0;1;1;0;0
STAU1;6780;ENSG00000124214;0;1;0;0;0
STBD1;8987;ENSG00000118804;0;1;1;0;1
STIM1;6786;ENSG00000167323;0;0;1;1;0
STING1;340061;ENSG00000184584;0;0;1;0;1
STK11;6794;ENSG00000118046;0;1;1;1;0
STK16;8576;ENSG00000115661;0;1;0;0;0
STK26;51765;ENSG00000134602;0;0;1;0;0
STK3;6788;ENSG00000104375;0;1;0;0;0
STK38;11329;ENSG00000112079;0;0;0;1;0
STK4;6789;ENSG00000101109;0;1;0;0;0
STUB1;10273;ENSG00000103266;0;0;1;0;0
STX12;23673;ENSG00000117758;0;0;0;0;1
STX17;55014;ENSG00000136874;0;1;1;0;1
STX2;2054;ENSG00000111450;0;1;0;0;0
STX7;8417;ENSG00000079950;0;0;1;0;0
STX8;9482;ENSG00000170310;0;0;1;0;0
STXBP6;29091;ENSG00000168952;0;1;0;0;0
STYK1;55359;ENSG00000060140;0;1;0;0;0
SUPT20H;55578;ENSG00000102710;0;1;0;1;0
SUPT5H;6829;ENSG00000196235;0;0;0;1;0
SVIP;258010;ENSG00000198168;0;0;0;1;0
SYCE1;93426;ENSG00000171772;0;1;0;0;0
SYCE3;644186;ENSG00000217442;0;1;0;0;0
SYK;6850;ENSG00000165025;0;0;0;0;1
SYN1;6853;ENSG00000008056;0;1;0;0;0
SYNE3;161176;ENSG00000176438;0;1;0;0;0
SYNPO2;171024;ENSG00000172403;0;1;0;0;0
SYP;6855;ENSG00000102003;0;1;0;0;0
SYT1;6857;ENSG00000067715;0;1;0;0;0
SYT11;23208;ENSG00000132718;0;0;0;0;1
TAB2;23118;ENSG00000055208;0;1;0;1;0
TAB3;257397;ENSG00000157625;0;1;1;1;0
TACC1;6867;ENSG00000147526;0;1;0;0;0
TACR2;6865;ENSG00000075073;0;0;0;1;0
TACR3;6870;ENSG00000169836;0;1;0;0;0
TALDO1;6888;ENSG00000177156;0;1;0;0;0
TARDBP;23435;ENSG00000120948;0;1;0;0;0
TAX1BP1;8887;ENSG00000106052;0;1;1;0;0
TBC1D10A;83874;ENSG00000099992;0;0;0;1;0
TBC1D10B;26000;ENSG00000169221;0;0;0;1;0
TBC1D10C;374403;ENSG00000175463;0;0;0;1;0
TBC1D14;57533;ENSG00000132405;0;0;1;1;0
TBC1D15;64786;ENSG00000121749;0;1;0;0;0
TBC1D16;125058;ENSG00000167291;0;0;0;1;0
TBC1D17;79735;ENSG00000104946;0;0;0;1;0
TBC1D22A;25771;ENSG00000054611;0;1;0;0;0
TBC1D25;4943;ENSG00000068354;0;1;0;0;0
TBC1D4;9882;ENSG00000136111;0;0;0;1;0
TBC1D5;9779;ENSG00000131374;0;0;1;1;1
TBC1D7;107080638;ENSG00000145979;0;0;1;1;0
TBC1D9;23158;ENSG00000109436;0;0;0;1;0
TBC1D9B;23061;ENSG00000197226;0;0;0;1;0
TBK1;29110;ENSG00000183735;0;1;1;1;0
TBKBP1;9755;ENSG00000198933;0;1;0;0;0
TCEAL4;79921;ENSG00000133142;0;1;0;0;0
TCF4;6925;ENSG00000196628;0;1;0;0;0
TCHP;84260;ENSG00000139437;0;0;0;1;0
TCIRG1;10312;ENSG00000110719;0;1;0;0;0
TCP10L;140290;ENSG00000242220;0;1;0;0;0
TECPR1;25851;ENSG00000205356;1;1;1;1;1
TECPR2;9895;ENSG00000196663;0;1;1;0;0
TERF2IP;54386;ENSG00000166848;0;1;0;0;0
TES;26136;ENSG00000135269;0;1;0;0;0
TEX19;400629;ENSG00000182459;0;1;0;0;0
TEX264;51368;ENSG00000164081;0;1;1;0;1
TFE3;7030;ENSG00000068323;0;0;0;1;0
TFEB;7942;ENSG00000112561;0;1;1;1;0
TFRC;7037;ENSG00000072274;0;1;0;0;0
TGDS;23483;ENSG00000088451;0;1;0;0;0
TGFB1;7040;ENSG00000105329;0;1;0;1;0
TGFB2-OT1;103611157;ENSG00000281453;0;0;1;0;0
TGFBR2;7048;ENSG00000163513;0;1;0;0;0
TGM2;7052;ENSG00000198959;0;1;0;0;0
TGOLN2;10618;ENSG00000152291;0;1;0;0;0
THBS2;7058;ENSG00000186340;0;0;0;1;0
THOC1;9984;ENSG00000079134;0;1;0;0;0
TIGAR;57103;ENSG00000078237;0;0;1;0;0
TIMM10;26519;ENSG00000134809;0;1;0;0;0
TIMM23;100287932;ENSG00000265354;0;0;0;0;1
TK1;7083;ENSG00000167900;0;1;0;0;0
TLR2;7097;ENSG00000137462;0;1;0;0;0
TM2D1;83941;ENSG00000162604;0;1;0;0;0
TM9SF1;10548;ENSG00000100926;0;0;1;0;0
TMBIM6;7009;ENSG00000139644;0;1;0;0;0
TMCO3;55002;ENSG00000150403;0;1;0;0;0
TMEM131;23505;ENSG00000075568;0;1;0;0;0
TMEM132A;54972;ENSG00000006118;0;1;0;0;0
TMEM150B;284417;ENSG00000180061;0;0;1;0;0
TMEM160;54958;ENSG00000130748;0;1;0;0;0
TMEM17;200728;ENSG00000186889;0;1;0;0;0
TMEM170A;124491;ENSG00000166822;0;1;0;0;0
TMEM192;201931;ENSG00000170088;0;1;0;0;0
TMEM41B;440026;ENSG00000166471;0;0;1;0;1
TMEM59;9528;ENSG00000116209;0;0;0;1;0
TMEM74;157753;ENSG00000164841;0;1;1;1;1
TMPO;7112;ENSG00000120802;0;1;0;0;0
TMX1;81542;ENSG00000139921;0;1;0;0;0
TNF;7124;ENSG00000232810;0;1;0;1;0
TNFAIP3;7128;ENSG00000118503;0;1;0;0;0
TNFRSF10A;8797;ENSG00000104689;0;1;0;0;0
TNFRSF10B;8795;ENSG00000120889;0;0;0;1;0
TNFSF10;8743;ENSG00000121858;0;0;1;1;0
TNFSF18;8995;ENSG00000120337;0;1;0;0;0
TNIP1;10318;ENSG00000145901;0;1;0;0;0
TNIP2;79155;ENSG00000168884;0;1;0;0;0
TNK2;10188;ENSG00000061938;0;1;0;0;0
TNPO1;3842;ENSG00000083312;0;1;0;0;0
TNS3;64759;ENSG00000136205;0;1;0;0;0
TOLLIP;54472;ENSG00000078902;0;1;0;0;0
TOM1;10043;ENSG00000100284;0;0;0;0;1
TOMM20;9804;ENSG00000173726;0;1;0;0;0
TOMM70;9868;ENSG00000154174;0;1;0;0;0
TP53;7157;ENSG00000141510;0;1;1;1;1
TP53AIP1;63970;ENSG00000120471;0;1;0;0;0
TP53BP2;7159;ENSG00000143514;0;1;0;0;0
TP53INP1;94241;ENSG00000164938;0;1;1;1;0
TP53INP2;58476;ENSG00000078804;0;1;1;0;1
TP63;8626;ENSG00000073282;0;1;1;1;0
TP73;7161;ENSG00000078900;0;1;1;1;0
TPCN1;53373;ENSG00000186815;0;0;0;1;0
TPCN2;219931;ENSG00000162341;0;0;0;1;0
TPI1;7167;ENSG00000111669;0;1;0;0;0
TPRA1;131601;ENSG00000163870;0;1;0;0;0
TPX2;22974;ENSG00000088325;0;1;0;0;0
TRAF1;7185;ENSG00000056558;0;1;0;0;0
TRAF2;7186;ENSG00000127191;0;1;0;0;0
TRAF3;7187;ENSG00000131323;0;0;1;0;0
TRAF3IP3;80342;ENSG00000009790;0;1;0;0;0
TRAF6;7189;ENSG00000175104;0;1;1;0;1
TRAP1;10131;ENSG00000126602;0;0;1;0;0
TRAPPC4;51399;ENSG00000196655;0;0;0;0;1
TRIB3;57761;ENSG00000101255;0;1;0;0;0
TRIM10;10107;ENSG00000204613;0;1;0;0;0
TRIM11;81559;ENSG00000154370;0;1;0;0;0
TRIM13;10206;ENSG00000204977;0;1;1;1;0
TRIM14;9830;ENSG00000106785;0;1;0;0;0
TRIM16;10626;ENSG00000221926;0;1;1;0;0
TRIM17;51127;ENSG00000162931;0;0;1;1;1
TRIM21;6737;ENSG00000132109;0;1;0;1;1
TRIM22;10346;ENSG00000132274;0;0;0;1;0
TRIM23;373;ENSG00000113595;0;1;0;0;0
TRIM25;7706;ENSG00000121060;0;1;0;0;0
TRIM28;10155;ENSG00000130726;0;0;1;0;0
TRIM3;10612;ENSG00000110171;0;1;0;0;0
TRIM32;22954;ENSG00000119401;0;1;0;0;1
TRIM37;4591;ENSG00000108395;0;1;0;0;0
TRIM42;287015;ENSG00000155890;0;1;0;0;0
TRIM44;54765;ENSG00000166326;0;1;0;0;0
TRIM5;85363;ENSG00000132256;0;0;1;1;1
TRIM50;135892;ENSG00000146755;0;1;0;0;0
TRIM55;84675;ENSG00000147573;0;1;0;0;0
TRIM63;84676;ENSG00000158022;0;1;0;0;0
TRIM65;201292;ENSG00000141569;0;0;0;1;0
TRIM66;9866;ENSG00000166436;0;1;0;0;0
TRIM8;81603;ENSG00000171206;0;0;0;1;0
TRIP11;9321;ENSG00000100815;0;1;0;0;0
TRIP4;9325;ENSG00000103671;0;1;0;0;0
TRUB2;26995;ENSG00000167112;0;1;0;0;0
TSC1;7248;ENSG00000165699;0;0;1;0;0
TSC2;7249;ENSG00000103197;0;0;1;1;0
TSG101;7251;ENSG00000074319;0;0;1;1;0
TSPAN3;10099;ENSG00000140391;0;1;0;0;0
TSR2;90121;ENSG00000158526;0;1;0;0;0
TTBK1;84630;ENSG00000146216;0;1;0;0;0
TTMP;79669;ENSG00000114529;0;1;0;0;0
TTN;7273;ENSG00000155657;0;1;0;0;0
TTR;7276;ENSG00000118271;0;1;1;0;0
